jenis_kelamin,usia,wilayah_geografis,paket_umrah,tanggal_pemesanan,tahun,bulan,tanggal,bulan_tahun
0,66,5,5,2023-08-03,2023,8,3,8
0,54,5,4,2023-03-13,2023,3,13,3
0,50,5,0,2023-01-01,2023,1,1,1
0,51,5,0,2023-08-03,2023,8,3,8
0,56,5,5,2023-10-04,2023,10,4,10
1,32,5,4,2023-05-19,2023,5,19,5
1,15,5,3,2023-03-25,2023,3,25,3
0,37,5,5,2023-05-14,2023,5,14,5
0,56,5,4,2023-09-03,2023,9,3,9
1,32,5,4,2023-05-19,2023,5,19,5
1,47,5,4,2023-04-06,2023,4,6,4
1,47,5,4,2023-04-06,2023,4,6,4
1,47,5,3,2023-02-13,2023,2,13,2
0,45,5,0,2023-04-17,2023,4,17,4
1,53,5,4,2023-07-01,2023,7,1,7
0,39,5,3,2023-08-02,2023,8,2,8
1,65,5,5,2023-02-20,2023,2,20,2
0,48,5,5,2023-04-04,2023,4,4,4
0,37,5,4,2023-06-08,2023,6,8,6
1,50,5,5,2023-03-13,2023,3,13,3
0,43,5,4,2023-02-28,2023,2,28,2
0,31,5,0,2023-04-06,2023,4,6,4
1,47,5,3,2023-02-13,2023,2,13,2
1,41,5,5,2023-04-02,2023,4,2,4
0,31,5,3,2023-06-21,2023,6,21,6
1,36,5,3,2023-03-25,2023,3,25,3
1,50,5,4,2023-12-02,2023,12,2,12
1,43,5,0,2023-06-03,2023,6,3,6
0,30,5,4,2023-07-24,2023,7,24,7
1,46,5,3,2023-05-03,2023,5,3,5
1,39,5,3,2023-02-13,2023,2,13,2
0,28,5,5,2023-08-15,2023,8,15,8
0,43,5,3,2023-06-03,2023,6,3,6
0,31,5,4,2023-07-21,2023,7,21,7
1,27,5,5,2023-06-10,2023,6,10,6
1,67,5,4,2023-10-04,2023,10,4,10
0,37,5,1,2023-01-19,2023,1,19,1
1,53,5,4,2023-07-01,2023,7,1,7
1,54,5,5,2023-08-05,2023,8,5,8
1,35,5,5,2023-05-03,2023,5,3,5
1,67,5,4,2023-02-20,2023,2,20,2
1,32,5,4,2023-05-18,2023,5,18,5
0,40,5,5,2023-06-10,2023,6,10,6
0,38,5,5,2023-02-27,2023,2,27,2
0,49,5,3,2023-08-03,2023,8,3,8
0,68,5,5,2023-08-02,2023,8,2,8
1,46,5,4,2023-04-17,2023,4,17,4
1,39,5,4,2023-08-10,2023,8,10,8
0,30,5,5,2023-07-16,2023,7,16,7
1,15,5,3,2023-03-25,2023,3,25,3
1,62,5,4,2023-07-03,2023,7,3,7
1,26,5,5,2023-02-02,2023,2,2,2
1,62,5,4,2023-07-03,2023,7,3,7
1,28,5,4,2023-08-04,2023,8,4,8
0,31,5,3,2023-06-21,2023,6,21,6
1,54,5,3,2023-07-05,2023,7,5,7
0,60,5,3,2023-07-25,2023,7,25,7
1,60,5,4,2023-02-18,2023,2,18,2
0,41,5,0,2023-12-02,2023,12,2,12
1,58,5,4,2023-02-28,2023,2,28,2
0,32,5,3,2023-08-06,2023,8,6,8
0,54,5,4,2023-03-13,2023,3,13,3
0,53,5,0,2023-08-07,2023,8,7,8
1,42,5,2,2023-08-03,2023,8,3,8
1,65,5,5,2023-02-20,2023,2,20,2
1,71,5,0,2023-03-16,2023,3,16,3
0,47,5,4,2023-07-27,2023,7,27,7
1,54,5,0,2023-07-02,2023,7,2,7
1,36,5,3,2023-03-25,2023,3,25,3
0,34,5,0,2023-10-07,2023,10,7,10
1,47,5,4,2023-06-04,2023,6,4,6
1,65,5,5,2023-02-20,2023,2,20,2
1,65,5,5,2023-02-20,2023,2,20,2
1,52,5,4,2023-04-03,2023,4,3,4
1,49,5,0,2023-07-02,2023,7,2,7
1,46,5,3,2023-08-03,2023,8,3,8
1,35,5,3,2023-02-18,2023,2,18,2
1,43,5,5,2023-06-07,2023,6,7,6
1,31,5,5,2023-11-03,2023,11,3,11
0,38,5,1,2023-10-04,2023,10,4,10
1,37,5,5,2023-07-03,2023,7,3,7
1,43,5,5,2023-06-07,2023,6,7,6
0,56,5,5,2023-10-04,2023,10,4,10
1,36,5,4,2023-04-20,2023,4,20,4
1,67,5,4,2023-02-20,2023,2,20,2
1,43,5,5,2023-06-07,2023,6,7,6
1,36,5,4,2023-04-20,2023,4,20,4
1,31,5,3,2023-02-03,2023,2,3,2
1,39,5,4,2023-08-10,2023,8,10,8
1,58,5,1,2023-01-19,2023,1,19,1
1,35,5,5,2023-05-03,2023,5,3,5
1,36,5,3,2023-10-08,2023,10,8,10
0,51,5,3,2023-06-08,2023,6,8,6
1,49,5,5,2023-06-16,2023,6,16,6
1,32,5,4,2023-05-18,2023,5,18,5
1,36,5,3,2023-03-25,2023,3,25,3
0,34,5,0,2023-02-06,2023,2,6,2
1,45,5,5,2023-02-02,2023,2,2,2
0,30,5,4,2023-07-24,2023,7,24,7
1,47,5,4,2023-06-20,2023,6,20,6
0,40,5,5,2023-06-10,2023,6,10,6
1,14,5,3,2023-03-28,2023,3,28,3
1,29,5,5,2023-01-03,2023,1,3,1
0,32,5,3,2023-08-06,2023,8,6,8
1,62,5,4,2023-07-03,2023,7,3,7
0,32,5,0,2023-07-15,2023,7,15,7
1,49,5,0,2023-02-03,2023,2,3,2
1,36,5,3,2023-03-25,2023,3,25,3
1,49,5,5,2023-09-07,2023,9,7,9
1,26,5,5,2023-02-02,2023,2,2,2
0,43,5,4,2023-02-28,2023,2,28,2
0,57,5,0,2023-09-02,2023,9,2,9
1,56,5,0,2023-10-04,2023,10,4,10
1,67,5,4,2023-10-04,2023,10,4,10
1,49,5,0,2023-02-03,2023,2,3,2
0,43,5,3,2023-06-03,2023,6,3,6
1,49,5,0,2023-02-03,2023,2,3,2
0,45,5,3,2023-10-07,2023,10,7,10
0,56,5,4,2023-09-03,2023,9,3,9
0,53,5,0,2023-08-07,2023,8,7,8
1,49,5,0,2023-02-03,2023,2,3,2
0,43,5,1,2023-01-19,2023,1,19,1
1,56,5,0,2023-10-04,2023,10,4,10
0,44,5,5,2023-03-31,2023,3,31,3
1,50,5,2,2023-08-03,2023,8,3,8
0,56,5,5,2023-10-04,2023,10,4,10
0,60,5,5,2023-06-27,2023,6,27,6
1,62,5,1,2023-04-13,2023,4,13,4
1,56,5,0,2023-10-04,2023,10,4,10
1,42,5,5,2023-03-31,2023,3,31,3
0,30,5,4,2023-07-24,2023,7,24,7
0,32,5,3,2023-08-06,2023,8,6,8
1,36,5,3,2023-10-08,2023,10,8,10
0,32,5,3,2023-08-06,2023,8,6,8
1,40,5,3,2023-03-16,2023,3,16,3
1,47,5,4,2023-12-07,2023,12,7,12
1,74,5,3,2023-09-09,2023,9,9,9
0,45,5,3,2023-10-07,2023,10,7,10
0,45,5,0,2023-04-17,2023,4,17,4
1,29,5,5,2023-07-05,2023,7,5,7
1,76,5,5,2023-12-02,2023,12,2,12
1,71,5,4,2023-02-22,2023,2,22,2
1,66,5,1,2023-03-14,2023,3,14,3
1,31,5,3,2023-02-03,2023,2,3,2
1,68,5,5,2023-06-03,2023,6,3,6
1,36,5,3,2023-10-08,2023,10,8,10
0,37,5,5,2023-05-14,2023,5,14,5
0,54,5,0,2023-07-05,2023,7,5,7
1,47,5,4,2023-06-03,2023,6,3,6
0,37,5,4,2023-06-08,2023,6,8,6
1,46,5,4,2023-04-17,2023,4,17,4
0,53,5,0,2023-08-07,2023,8,7,8
0,67,5,3,2023-03-14,2023,3,14,3
0,25,5,4,2023-05-10,2023,5,10,5
1,44,5,3,2023-07-03,2023,7,3,7
1,58,5,1,2023-01-19,2023,1,19,1
0,30,5,5,2023-06-26,2023,6,26,6
0,53,5,0,2023-08-07,2023,8,7,8
0,41,5,3,2023-02-06,2023,2,6,2
0,60,5,5,2023-06-27,2023,6,27,6
0,49,5,3,2023-08-03,2023,8,3,8
0,37,5,2,2023-08-15,2023,8,15,8
0,60,5,5,2023-06-27,2023,6,27,6
0,30,5,5,2023-06-26,2023,6,26,6
1,62,5,4,2023-07-03,2023,7,3,7
0,36,5,3,2023-10-08,2023,10,8,10
1,26,5,5,2023-02-02,2023,2,2,2
0,43,5,4,2023-06-06,2023,6,6,6
0,48,5,3,2023-01-06,2023,1,6,1
0,38,5,1,2023-10-04,2023,10,4,10
0,57,5,0,2023-09-02,2023,9,2,9
1,53,5,4,2023-09-03,2023,9,3,9
1,46,5,3,2023-05-03,2023,5,3,5
0,56,5,5,2023-10-04,2023,10,4,10
0,43,5,0,2023-02-28,2023,2,28,2
0,34,5,0,2023-10-07,2023,10,7,10
0,60,5,5,2023-07-17,2023,7,17,7
0,31,5,3,2023-06-21,2023,6,21,6
0,30,5,5,2023-09-06,2023,9,6,9
0,68,5,5,2023-08-02,2023,8,2,8
1,43,5,0,2023-06-03,2023,6,3,6
0,32,5,4,2023-02-01,2023,2,1,2
0,54,5,0,2023-07-05,2023,7,5,7
0,49,5,3,2023-08-03,2023,8,3,8
1,48,5,4,2023-03-03,2023,3,3,3
0,35,5,3,2023-03-28,2023,3,28,3
1,49,5,0,2023-02-03,2023,2,3,2
0,43,5,1,2023-01-19,2023,1,19,1
0,56,5,5,2023-10-04,2023,10,4,10
1,41,5,5,2023-04-02,2023,4,2,4
1,41,5,5,2023-10-05,2023,10,5,10
1,58,5,3,2023-12-08,2023,12,8,12
1,50,5,4,2023-12-02,2023,12,2,12
0,32,5,3,2023-08-06,2023,8,6,8
0,50,5,0,2023-01-01,2023,1,1,1
1,43,5,0,2023-06-03,2023,6,3,6
0,60,5,5,2023-06-27,2023,6,27,6
1,41,5,5,2023-04-02,2023,4,2,4
0,25,5,4,2023-05-10,2023,5,10,5
1,67,5,4,2023-10-04,2023,10,4,10
0,30,5,5,2023-06-26,2023,6,26,6
1,47,5,4,2023-06-20,2023,6,20,6
0,44,5,5,2023-03-31,2023,3,31,3
0,35,5,5,2023-01-03,2023,1,3,1
0,43,5,4,2023-06-06,2023,6,6,6
1,47,5,4,2023-06-20,2023,6,20,6
1,31,5,3,2023-02-03,2023,2,3,2
1,31,5,5,2023-11-03,2023,11,3,11
1,49,5,0,2023-02-03,2023,2,3,2
0,51,5,3,2023-06-08,2023,6,8,6
0,41,5,3,2023-02-06,2023,2,6,2
1,49,5,5,2023-02-06,2023,2,6,2
1,46,5,3,2023-05-03,2023,5,3,5
1,46,5,3,2023-08-03,2023,8,3,8
1,48,5,4,2023-03-03,2023,3,3,3
1,43,5,0,2023-06-03,2023,6,3,6
0,41,5,3,2023-06-18,2023,6,18,6
1,44,5,3,2023-07-03,2023,7,3,7
0,47,5,3,2023-06-30,2023,6,30,6
0,38,5,1,2023-10-04,2023,10,4,10
1,60,5,3,2023-04-03,2023,4,3,4
1,53,5,4,2023-09-03,2023,9,3,9
1,40,5,2,2023-08-15,2023,8,15,8
0,44,5,5,2023-03-31,2023,3,31,3
1,47,5,4,2023-04-06,2023,4,6,4
0,25,5,4,2023-05-10,2023,5,10,5
1,51,5,5,2023-07-07,2023,7,7,7
1,51,5,3,2023-01-06,2023,1,6,1
0,43,5,4,2023-06-06,2023,6,6,6
1,40,5,3,2023-03-16,2023,3,16,3
1,47,5,3,2023-02-13,2023,2,13,2
1,54,5,5,2023-08-05,2023,8,5,8
1,43,5,4,2023-02-23,2023,2,23,2
1,41,5,5,2023-04-02,2023,4,2,4
0,30,5,5,2023-06-26,2023,6,26,6
0,38,5,1,2023-10-04,2023,10,4,10
1,32,5,4,2023-05-19,2023,5,19,5
0,48,5,5,2023-04-04,2023,4,4,4
0,37,5,2,2023-08-15,2023,8,15,8
1,29,5,5,2023-07-05,2023,7,5,7
0,38,5,1,2023-10-04,2023,10,4,10
1,47,5,3,2023-02-13,2023,2,13,2
1,47,5,5,2023-07-20,2023,7,20,7
0,28,5,4,2023-08-10,2023,8,10,8
0,53,5,0,2023-08-07,2023,8,7,8
1,64,5,3,2023-02-03,2023,2,3,2
0,38,5,4,2023-01-03,2023,1,3,1
1,49,5,4,2023-02-23,2023,2,23,2
0,60,5,5,2023-11-06,2023,11,6,11
1,76,5,5,2023-12-02,2023,12,2,12
0,53,5,5,2023-04-03,2023,4,3,4
1,45,5,5,2023-02-02,2023,2,2,2
0,31,5,3,2023-12-07,2023,12,7,12
1,45,5,5,2023-02-01,2023,2,1,2
1,67,5,4,2023-02-20,2023,2,20,2
1,67,5,4,2023-02-20,2023,2,20,2
1,43,5,4,2023-02-23,2023,2,23,2
1,35,5,3,2023-02-18,2023,2,18,2
1,47,5,4,2023-06-03,2023,6,3,6
1,65,5,5,2023-02-20,2023,2,20,2
1,41,5,4,2023-03-03,2023,3,3,3
0,32,5,5,2023-08-23,2023,8,23,8
1,58,5,3,2023-12-08,2023,12,8,12
1,63,5,5,2023-03-25,2023,3,25,3
1,41,5,5,2023-04-02,2023,4,2,4
0,60,5,5,2023-06-27,2023,6,27,6
1,55,5,4,2023-10-01,2023,10,1,10
1,39,5,3,2023-02-13,2023,2,13,2
0,32,5,5,2023-08-23,2023,8,23,8
1,55,5,3,2023-04-02,2023,4,2,4
1,62,5,2,2023-02-26,2023,2,26,2
0,30,5,4,2023-07-24,2023,7,24,7
0,60,5,5,2023-11-06,2023,11,6,11
0,63,5,5,2023-06-02,2023,6,2,6
0,30,5,4,2023-01-03,2023,1,3,1
0,39,5,3,2023-05-01,2023,5,1,5
1,43,5,0,2023-06-03,2023,6,3,6
1,46,5,4,2023-04-17,2023,4,17,4
1,50,5,4,2023-12-02,2023,12,2,12
1,71,5,4,2023-02-22,2023,2,22,2
1,44,5,3,2023-07-03,2023,7,3,7
0,63,5,5,2023-06-02,2023,6,2,6
0,43,5,4,2023-07-14,2023,7,14,7
0,51,5,4,2023-07-03,2023,7,3,7
1,43,5,0,2023-06-03,2023,6,3,6
0,48,5,3,2023-07-07,2023,7,7,7
1,31,5,3,2023-02-03,2023,2,3,2
0,30,5,0,2023-08-25,2023,8,25,8
0,32,5,3,2023-08-06,2023,8,6,8
0,43,5,4,2023-06-06,2023,6,6,6
1,62,5,3,2023-03-16,2023,3,16,3
0,38,5,1,2023-10-04,2023,10,4,10
1,52,5,3,2023-02-25,2023,2,25,2
1,45,5,3,2023-02-21,2023,2,21,2
0,44,5,5,2023-03-31,2023,3,31,3
0,45,5,5,2023-03-28,2023,3,28,3
1,62,5,3,2023-03-16,2023,3,16,3
1,46,5,3,2023-05-03,2023,5,3,5
0,43,5,5,2023-07-22,2023,7,22,7
1,71,5,4,2023-02-22,2023,2,22,2
0,44,5,5,2023-02-03,2023,2,3,2
1,68,5,3,2023-02-14,2023,2,14,2
0,31,5,4,2023-07-21,2023,7,21,7
1,42,5,2,2023-08-03,2023,8,3,8
0,31,5,3,2023-06-21,2023,6,21,6
1,40,5,2,2023-08-15,2023,8,15,8
0,39,5,4,2023-12-04,2023,12,4,12
1,49,5,5,2023-06-16,2023,6,16,6
1,56,5,0,2023-10-04,2023,10,4,10
1,62,5,2,2023-02-26,2023,2,26,2
1,46,5,3,2023-05-03,2023,5,3,5
0,43,5,4,2023-06-06,2023,6,6,6
1,32,5,4,2023-05-18,2023,5,18,5
1,52,5,4,2023-08-02,2023,8,2,8
1,47,5,5,2023-07-20,2023,7,20,7
0,57,5,0,2023-09-02,2023,9,2,9
0,47,5,4,2023-07-27,2023,7,27,7
1,52,5,0,2023-02-20,2023,2,20,2
1,43,5,0,2023-06-03,2023,6,3,6
0,64,5,0,2023-04-02,2023,4,2,4
0,41,5,3,2023-06-18,2023,6,18,6
1,47,5,4,2023-06-20,2023,6,20,6
1,58,5,4,2023-02-28,2023,2,28,2
0,35,5,3,2023-03-28,2023,3,28,3
0,48,5,5,2023-04-04,2023,4,4,4
1,61,5,3,2023-03-28,2023,3,28,3
0,41,5,0,2023-12-02,2023,12,2,12
0,32,5,4,2023-07-23,2023,7,23,7
1,36,5,3,2023-02-25,2023,2,25,2
1,48,5,0,2023-03-16,2023,3,16,3
1,45,5,5,2023-02-01,2023,2,1,2
0,54,5,0,2023-07-05,2023,7,5,7
1,54,5,5,2023-08-05,2023,8,5,8
0,28,5,4,2023-08-10,2023,8,10,8
1,64,5,3,2023-02-03,2023,2,3,2
1,54,5,3,2023-07-05,2023,7,5,7
1,37,5,5,2023-07-03,2023,7,3,7
1,68,5,5,2023-06-03,2023,6,3,6
1,71,5,0,2023-03-16,2023,3,16,3
1,68,5,3,2023-02-14,2023,2,14,2
0,30,5,0,2023-08-25,2023,8,25,8
1,42,5,2,2023-08-03,2023,8,3,8
1,45,5,5,2023-02-02,2023,2,2,2
0,41,5,3,2023-06-18,2023,6,18,6
1,49,5,5,2023-09-07,2023,9,7,9
1,15,5,3,2023-03-25,2023,3,25,3
1,43,5,5,2023-06-07,2023,6,7,6
1,62,5,0,2023-04-13,2023,4,13,4
0,43,5,4,2023-06-23,2023,6,23,6
0,45,5,5,2023-03-28,2023,3,28,3
0,45,5,5,2023-03-28,2023,3,28,3
1,42,5,2,2023-08-03,2023,8,3,8
1,55,5,3,2023-04-02,2023,4,2,4
0,32,5,0,2023-07-15,2023,7,15,7
0,47,5,4,2023-07-27,2023,7,27,7
0,67,5,3,2023-03-14,2023,3,14,3
0,38,5,5,2023-02-27,2023,2,27,2
0,44,5,5,2023-03-31,2023,3,31,3
1,50,6,3,2023-07-23,2023,7,23,7
1,50,6,4,2023-07-06,2023,7,6,7
1,37,6,4,2023-06-01,2023,6,1,6
1,29,6,5,2023-07-18,2023,7,18,7
1,41,6,4,2023-05-20,2023,5,20,5
1,20,6,1,2023-02-24,2023,2,24,2
1,50,6,3,2023-07-23,2023,7,23,7
0,47,6,3,2023-08-17,2023,8,17,8
1,50,6,3,2023-05-14,2023,5,14,5
1,49,6,5,2023-06-13,2023,6,13,6
0,56,6,3,2023-08-26,2023,8,26,8
1,29,6,4,2023-07-26,2023,7,26,7
1,58,6,5,2023-07-21,2023,7,21,7
0,45,6,0,2023-04-10,2023,4,10,4
1,49,6,5,2023-06-09,2023,6,9,6
1,31,6,3,2023-04-10,2023,4,10,4
0,52,6,3,2023-03-29,2023,3,29,3
1,50,6,1,2023-01-24,2023,1,24,1
1,49,6,5,2023-06-13,2023,6,13,6
0,43,6,4,2023-03-10,2023,3,10,3
1,39,6,1,2023-10-02,2023,10,2,10
1,63,6,3,2023-06-09,2023,6,9,6
1,20,6,1,2023-02-24,2023,2,24,2
0,42,6,4,2023-03-21,2023,3,21,3
1,48,6,3,2023-02-22,2023,2,22,2
1,31,6,5,2023-11-06,2023,11,6,11
0,60,6,1,2023-01-02,2023,1,2,1
0,73,6,3,2023-03-21,2023,3,21,3
1,37,6,4,2023-06-01,2023,6,1,6
1,60,6,4,2023-03-30,2023,3,30,3
0,48,6,0,2023-07-16,2023,7,16,7
1,58,6,5,2023-03-27,2023,3,27,3
1,40,6,5,2023-10-04,2023,10,4,10
1,49,6,5,2023-06-09,2023,6,9,6
1,60,6,4,2023-03-30,2023,3,30,3
1,41,6,5,2023-12-10,2023,12,10,12
1,20,6,1,2023-02-24,2023,2,24,2
0,13,6,1,2023-05-20,2023,5,20,5
0,45,6,0,2023-02-27,2023,2,27,2
0,64,6,2,2023-10-19,2023,10,19,10
1,31,6,5,2023-11-06,2023,11,6,11
0,45,6,3,2023-04-20,2023,4,20,4
0,40,6,3,2023-10-01,2023,10,1,10
0,50,6,1,2023-01-16,2023,1,16,1
0,48,6,0,2023-10-06,2023,10,6,10
0,52,6,3,2023-03-29,2023,3,29,3
1,63,6,3,2023-06-09,2023,6,9,6
1,50,6,4,2023-06-23,2023,6,23,6
0,45,6,4,2023-09-06,2023,9,6,9
1,45,6,0,2023-07-13,2023,7,13,7
1,32,6,1,2023-01-16,2023,1,16,1
1,62,6,0,2023-11-02,2023,11,2,11
1,29,6,5,2023-06-28,2023,6,28,6
0,57,6,3,2023-03-31,2023,3,31,3
1,58,6,5,2023-07-21,2023,7,21,7
0,64,6,2,2023-10-19,2023,10,19,10
1,50,6,1,2023-01-24,2023,1,24,1
1,64,6,4,2023-10-19,2023,10,19,10
0,63,6,4,2023-03-27,2023,3,27,3
1,50,6,5,2023-07-19,2023,7,19,7
1,32,6,3,2023-01-24,2023,1,24,1
0,63,6,4,2023-03-27,2023,3,27,3
1,62,6,3,2023-06-10,2023,6,10,6
1,45,6,2,2023-05-02,2023,5,2,5
0,40,6,3,2023-10-01,2023,10,1,10
1,37,6,0,2023-03-06,2023,3,6,3
1,19,6,3,2023-01-02,2023,1,2,1
1,37,6,4,2023-06-01,2023,6,1,6
1,59,6,4,2023-08-02,2023,8,2,8
0,48,6,0,2023-06-26,2023,6,26,6
1,45,6,0,2023-07-13,2023,7,13,7
0,52,6,3,2023-03-29,2023,3,29,3
1,42,6,4,2023-02-19,2023,2,19,2
0,34,6,4,2023-04-10,2023,4,10,4
1,49,6,1,2023-10-08,2023,10,8,10
1,64,6,5,2023-06-02,2023,6,2,6
1,48,6,4,2023-03-10,2023,3,10,3
1,37,6,4,2023-06-01,2023,6,1,6
0,45,6,5,2023-03-02,2023,3,2,3
0,40,6,2,2023-10-04,2023,10,4,10
1,31,6,5,2023-11-06,2023,11,6,11
0,50,6,1,2023-05-26,2023,5,26,5
0,50,6,1,2023-01-16,2023,1,16,1
1,49,6,5,2023-06-13,2023,6,13,6
0,77,6,4,2023-11-09,2023,11,9,11
1,24,6,5,2023-12-10,2023,12,10,12
1,41,6,3,2023-12-04,2023,12,4,12
1,44,6,0,2023-06-10,2023,6,10,6
1,29,6,5,2023-06-28,2023,6,28,6
1,24,6,5,2023-12-10,2023,12,10,12
0,59,6,0,2023-12-02,2023,12,2,12
1,63,6,1,2023-10-08,2023,10,8,10
0,46,6,4,2023-01-23,2023,1,23,1
1,64,6,5,2023-06-02,2023,6,2,6
1,37,6,5,2023-02-18,2023,2,18,2
1,41,6,5,2023-12-10,2023,12,10,12
1,41,6,4,2023-05-20,2023,5,20,5
1,60,6,1,2023-01-16,2023,1,16,1
0,59,6,0,2023-12-02,2023,12,2,12
1,19,6,3,2023-01-02,2023,1,2,1
1,26,6,3,2023-04-10,2023,4,10,4
1,43,6,5,2023-04-17,2023,4,17,4
0,41,6,1,2023-11-02,2023,11,2,11
1,50,6,5,2023-07-27,2023,7,27,7
1,58,6,5,2023-07-21,2023,7,21,7
1,62,6,0,2023-11-02,2023,11,2,11
0,48,6,5,2023-07-25,2023,7,25,7
1,49,6,5,2023-06-09,2023,6,9,6
0,65,6,1,2023-01-25,2023,1,25,1
0,46,6,4,2023-01-23,2023,1,23,1
1,24,6,1,2023-06-10,2023,6,10,6
1,50,6,3,2023-07-23,2023,7,23,7
0,43,6,2,2023-02-19,2023,2,19,2
0,33,6,0,2023-09-10,2023,9,10,9
1,37,6,4,2023-06-01,2023,6,1,6
0,48,6,0,2023-10-06,2023,10,6,10
0,52,6,3,2023-06-02,2023,6,2,6
1,49,6,1,2023-10-08,2023,10,8,10
1,41,6,3,2023-12-04,2023,12,4,12
0,31,6,4,2023-02-06,2023,2,6,2
0,38,6,0,2023-03-30,2023,3,30,3
0,31,6,4,2023-02-06,2023,2,6,2
0,64,6,2,2023-10-19,2023,10,19,10
1,26,6,3,2023-04-10,2023,4,10,4
0,33,6,1,2023-06-10,2023,6,10,6
0,72,6,4,2023-02-16,2023,2,16,2
0,76,6,3,2023-11-02,2023,11,2,11
0,60,6,3,2023-12-01,2023,12,1,12
0,50,6,1,2023-05-26,2023,5,26,5
1,45,6,0,2023-06-19,2023,6,19,6
1,37,6,5,2023-02-18,2023,2,18,2
1,40,6,2,2023-10-04,2023,10,4,10
0,45,6,5,2023-03-02,2023,3,2,3
1,43,6,5,2023-04-17,2023,4,17,4
1,64,6,4,2023-10-19,2023,10,19,10
1,37,6,5,2023-02-18,2023,2,18,2
1,37,6,5,2023-02-18,2023,2,18,2
0,48,6,0,2023-07-16,2023,7,16,7
1,45,6,2,2023-05-02,2023,5,2,5
1,50,6,4,2023-06-23,2023,6,23,6
1,41,6,4,2023-02-16,2023,2,16,2
1,50,6,3,2023-05-14,2023,5,14,5
1,70,6,4,2023-12-09,2023,12,9,12
0,45,6,4,2023-09-06,2023,9,6,9
0,77,6,4,2023-11-09,2023,11,9,11
0,47,6,3,2023-08-18,2023,8,18,8
0,43,6,2,2023-02-19,2023,2,19,2
0,47,6,3,2023-08-18,2023,8,18,8
0,50,6,3,2023-05-07,2023,5,7,5
0,43,6,3,2023-01-24,2023,1,24,1
1,50,6,3,2023-07-23,2023,7,23,7
0,40,6,4,2023-04-10,2023,4,10,4
0,33,6,0,2023-09-10,2023,9,10,9
1,43,6,5,2023-04-17,2023,4,17,4
1,60,6,4,2023-03-30,2023,3,30,3
0,45,6,0,2023-04-10,2023,4,10,4
0,73,6,3,2023-03-21,2023,3,21,3
1,37,6,3,2023-08-25,2023,8,25,8
0,31,6,4,2023-02-06,2023,2,6,2
0,31,6,4,2023-09-07,2023,9,7,9
1,43,6,5,2023-04-17,2023,4,17,4
0,38,6,0,2023-03-30,2023,3,30,3
1,60,6,1,2023-01-16,2023,1,16,1
1,38,6,3,2023-10-02,2023,10,2,10
1,63,6,3,2023-06-09,2023,6,9,6
1,49,6,5,2023-06-09,2023,6,9,6
0,31,6,4,2023-09-07,2023,9,7,9
0,48,6,5,2023-07-25,2023,7,25,7
0,31,6,4,2023-09-07,2023,9,7,9
1,29,6,5,2023-06-28,2023,6,28,6
0,31,6,4,2023-09-07,2023,9,7,9
1,50,6,1,2023-01-24,2023,1,24,1
1,63,6,3,2023-06-09,2023,6,9,6
0,63,6,4,2023-03-27,2023,3,27,3
0,31,6,4,2023-06-17,2023,6,17,6
0,77,6,4,2023-11-09,2023,11,9,11
1,46,6,4,2023-05-10,2023,5,10,5
1,55,6,5,2023-08-08,2023,8,8,8
1,63,6,3,2023-06-09,2023,6,9,6
0,52,6,3,2023-03-29,2023,3,29,3
0,63,6,5,2023-07-04,2023,7,4,7
1,63,6,1,2023-10-08,2023,10,8,10
1,36,6,5,2023-06-10,2023,6,10,6
1,39,6,1,2023-10-02,2023,10,2,10
1,42,6,4,2023-02-19,2023,2,19,2
0,42,6,5,2023-06-04,2023,6,4,6
0,50,6,3,2023-05-07,2023,5,7,5
1,29,6,5,2023-07-28,2023,7,28,7
1,44,6,0,2023-06-10,2023,6,10,6
0,47,6,1,2023-06-10,2023,6,10,6
1,37,6,0,2023-01-06,2023,1,6,1
1,49,6,1,2023-10-08,2023,10,8,10
0,60,6,4,2023-05-04,2023,5,4,5
1,50,6,4,2023-07-06,2023,7,6,7
0,43,6,3,2023-01-24,2023,1,24,1
0,53,6,0,2023-05-10,2023,5,10,5
1,46,6,4,2023-05-10,2023,5,10,5
0,48,6,0,2023-10-06,2023,10,6,10
1,46,6,4,2023-05-10,2023,5,10,5
0,53,6,0,2023-05-10,2023,5,10,5
0,31,6,4,2023-02-06,2023,2,6,2
0,38,6,0,2023-03-30,2023,3,30,3
1,70,6,4,2023-12-09,2023,12,9,12
1,38,6,3,2023-10-02,2023,10,2,10
0,48,6,0,2023-06-26,2023,6,26,6
1,58,6,5,2023-07-21,2023,7,21,7
0,77,6,4,2023-11-09,2023,11,9,11
0,34,6,1,2023-01-16,2023,1,16,1
1,26,6,3,2023-04-10,2023,4,10,4
0,52,6,3,2023-06-02,2023,6,2,6
1,50,6,5,2023-07-27,2023,7,27,7
1,20,6,1,2023-01-16,2023,1,16,1
0,47,6,1,2023-06-10,2023,6,10,6
0,48,6,0,2023-10-06,2023,10,6,10
1,37,6,0,2023-11-07,2023,11,7,11
0,45,6,3,2023-04-20,2023,4,20,4
0,31,6,4,2023-09-07,2023,9,7,9
1,50,6,1,2023-01-24,2023,1,24,1
0,77,6,4,2023-11-09,2023,11,9,11
1,19,6,3,2023-01-02,2023,1,2,1
0,58,6,0,2023-06-10,2023,6,10,6
0,41,6,1,2023-11-02,2023,11,2,11
